Entity	 X(mm)	 Y(mm)	 Z(mm)	Node ID	Body
Mesh Node 22677	19	162.3	29.922	22677	SYS\Solid124
Mesh Node 22678	19	163.3	29.736	22678	SYS\Solid124
Mesh Node 22679	16.631	162.67	29.853	22679	SYS\Solid124
Mesh Node 22680	14.258	162.05	29.965	22680	SYS\Solid124
Mesh Node 22681	11.888	161.43	30.071	22681	SYS\Solid124
Mesh Node 22682	9.5141	160.81	30.171	22682	SYS\Solid124
Mesh Node 22683	7.1335	161.43	30.071	22683	SYS\Solid124
Mesh Node 22684	4.7565	162.05	29.965	22684	SYS\Solid124
Mesh Node 22685	2.3762	162.67	29.853	22685	SYS\Solid124
Mesh Node 22686	0	163.3	29.736	22686	SYS\Solid124
Mesh Node 22687	5.6973	159.81	30.32	22687	SYS\Solid124
Mesh Node 22688	3.7977	159.31	30.389	22688	SYS\Solid124
Mesh Node 22689	1.8997	158.81	30.454	22689	SYS\Solid124
Mesh Node 22690	7.5949	160.3	30.248	22690	SYS\Solid124
Mesh Node 22691	1.8974	161.8	30.009	22691	SYS\Solid124
Mesh Node 22692	3.7972	161.3	30.092	22692	SYS\Solid124
Mesh Node 22693	5.6949	160.8	30.172	22693	SYS\Solid124
Mesh Node 22694	0	162.3	29.922	22694	SYS\Solid124
Mesh Node 22695	7.1266	159.18	30.406	22695	SYS\Solid124
Mesh Node 22696	4.7503	158.56	30.485	22696	SYS\Solid124
Mesh Node 22697	2.3764	157.93	30.559	22697	SYS\Solid124
Mesh Node 22698	9.5	159.8	30.32	22698	SYS\Solid124
Mesh Node 22699	16.624	157.93	30.559	22699	SYS\Solid124
Mesh Node 22700	14.25	158.56	30.485	22700	SYS\Solid124
Mesh Node 22701	11.873	159.18	30.406	22701	SYS\Solid124
Mesh Node 22702	19	157.31	30.627	22702	SYS\Solid124
Mesh Node 22703	19	158.32	30.513	22703	SYS\Solid124
Mesh Node 22704	17.105	158.82	30.452	22704	SYS\Solid124
Mesh Node 22705	15.211	159.32	30.388	22705	SYS\Solid124
Mesh Node 22706	13.315	159.81	30.319	22706	SYS\Solid124
Mesh Node 22707	11.422	160.31	30.247	22707	SYS\Solid124
Mesh Node 22708	13.318	160.81	30.171	22708	SYS\Solid124
Mesh Node 22709	15.211	161.3	30.092	22709	SYS\Solid124
Mesh Node 22710	17.107	161.8	30.009	22710	SYS\Solid124
Mesh Node 22711	39	163.3	28.717	22711	SYS\Solid125
Mesh Node 22712	36.631	162.67	28.836	22712	SYS\Solid125
Mesh Node 22713	34.258	162.05	28.95	22713	SYS\Solid125
Mesh Node 22714	31.888	161.43	29.057	22714	SYS\Solid125
Mesh Node 22715	29.514	160.81	29.159	22715	SYS\Solid125
Mesh Node 22716	27.133	161.43	29.057	22716	SYS\Solid125
Mesh Node 22717	24.757	162.05	28.95	22717	SYS\Solid125
Mesh Node 22718	22.376	162.67	28.836	22718	SYS\Solid125
Mesh Node 22719	20	163.3	28.717	22719	SYS\Solid125
Mesh Node 22720	20	162.3	28.906	22720	SYS\Solid125
Mesh Node 22721	21.897	161.8	28.994	22721	SYS\Solid125
Mesh Node 22722	23.797	161.3	29.079	22722	SYS\Solid125
Mesh Node 22723	25.695	160.8	29.159	22723	SYS\Solid125
Mesh Node 22724	27.595	160.3	29.237	22724	SYS\Solid125
Mesh Node 22725	25.697	159.81	29.31	22725	SYS\Solid125
Mesh Node 22726	23.798	159.31	29.38	22726	SYS\Solid125
Mesh Node 22727	21.9	158.81	29.446	22727	SYS\Solid125
Mesh Node 22728	20	158.31	29.508	22728	SYS\Solid125
Mesh Node 22729	31.422	160.31	29.236	22729	SYS\Solid125
Mesh Node 22730	33.318	160.81	29.159	22730	SYS\Solid125
Mesh Node 22731	35.211	161.3	29.078	22731	SYS\Solid125
Mesh Node 22732	37.107	161.8	28.994	22732	SYS\Solid125
Mesh Node 22733	39	162.3	28.906	22733	SYS\Solid125
Mesh Node 22734	39	158.32	29.506	22734	SYS\Solid125
Mesh Node 22735	37.104	158.82	29.444	22735	SYS\Solid125
Mesh Node 22736	35.211	159.32	29.378	22736	SYS\Solid125
Mesh Node 22737	33.315	159.81	29.309	22737	SYS\Solid125
Mesh Node 22738	39	157.31	29.622	22738	SYS\Solid125
Mesh Node 22739	36.624	157.93	29.553	22739	SYS\Solid125
Mesh Node 22740	34.25	158.56	29.478	22740	SYS\Solid125
Mesh Node 22741	31.873	159.18	29.397	22741	SYS\Solid125
Mesh Node 22742	29.5	159.8	29.31	22742	SYS\Solid125
Mesh Node 22743	27.127	159.18	29.397	22743	SYS\Solid125
Mesh Node 22744	24.75	158.56	29.478	22744	SYS\Solid125
Mesh Node 22745	22.376	157.93	29.553	22745	SYS\Solid125
Mesh Node 22746	20	157.31	29.622	22746	SYS\Solid125
Mesh Node 22747	20	163.3	29.736	22747	SYS\Solid125
Mesh Node 22748	20	162.3	29.922	22748	SYS\Solid125
Mesh Node 22749	20	158.31	30.515	22749	SYS\Solid125
Mesh Node 22750	20	157.31	30.627	22750	SYS\Solid125
Mesh Node 22751	39	163.3	29.736	22751	SYS\Solid125
Mesh Node 22752	39	162.3	29.922	22752	SYS\Solid125
Mesh Node 22753	39	158.32	30.513	22753	SYS\Solid125
Mesh Node 22754	39	157.31	30.627	22754	SYS\Solid125
Mesh Node 22755	27.127	159.18	30.406	22755	SYS\Solid125
Mesh Node 22756	24.75	158.56	30.485	22756	SYS\Solid125
Mesh Node 22757	22.376	157.93	30.559	22757	SYS\Solid125
Mesh Node 22758	29.5	159.8	30.32	22758	SYS\Solid125
Mesh Node 22759	36.624	157.93	30.559	22759	SYS\Solid125
Mesh Node 22760	34.25	158.56	30.485	22760	SYS\Solid125
Mesh Node 22761	31.873	159.18	30.406	22761	SYS\Solid125
Mesh Node 22762	37.105	158.82	30.452	22762	SYS\Solid125
Mesh Node 22763	35.211	159.32	30.388	22763	SYS\Solid125
Mesh Node 22764	33.315	159.81	30.319	22764	SYS\Solid125
Mesh Node 22765	31.422	160.31	30.247	22765	SYS\Solid125
Mesh Node 22766	33.318	160.81	30.171	22766	SYS\Solid125
Mesh Node 22767	35.211	161.3	30.092	22767	SYS\Solid125
Mesh Node 22768	37.107	161.8	30.009	22768	SYS\Solid125
Mesh Node 22769	25.697	159.81	30.32	22769	SYS\Solid125
Mesh Node 22770	23.798	159.31	30.389	22770	SYS\Solid125
Mesh Node 22771	21.9	158.81	30.454	22771	SYS\Solid125
Mesh Node 22772	27.595	160.3	30.248	22772	SYS\Solid125
Mesh Node 22773	21.897	161.8	30.009	22773	SYS\Solid125
Mesh Node 22774	23.797	161.3	30.092	22774	SYS\Solid125
Mesh Node 22775	25.695	160.8	30.172	22775	SYS\Solid125
Mesh Node 22776	27.133	161.43	30.071	22776	SYS\Solid125
Mesh Node 22777	24.757	162.05	29.965	22777	SYS\Solid125
Mesh Node 22778	22.376	162.67	29.853	22778	SYS\Solid125
Mesh Node 22779	29.514	160.81	30.171	22779	SYS\Solid125
Mesh Node 22780	36.631	162.67	29.853	22780	SYS\Solid125
Mesh Node 22781	34.258	162.05	29.965	22781	SYS\Solid125
Mesh Node 22782	31.888	161.43	30.071	22782	SYS\Solid125
Mesh Node 22783	51.422	160.31	29.236	22783	SYS\Solid126
Mesh Node 22784	53.318	160.81	29.159	22784	SYS\Solid126
Mesh Node 22785	55.211	161.3	29.078	22785	SYS\Solid126
Mesh Node 22786	57.107	161.8	28.994	22786	SYS\Solid126
Mesh Node 22787	59	162.3	28.906	22787	SYS\Solid126
Mesh Node 22788	59	158.32	29.506	22788	SYS\Solid126
Mesh Node 22789	57.104	158.82	29.444	22789	SYS\Solid126
Mesh Node 22790	55.211	159.32	29.378	22790	SYS\Solid126
Mesh Node 22791	53.315	159.81	29.309	22791	SYS\Solid126
Mesh Node 22792	40	162.3	28.906	22792	SYS\Solid126
Mesh Node 22793	40	163.3	28.717	22793	SYS\Solid126
Mesh Node 22794	59	157.31	29.622	22794	SYS\Solid126
Mesh Node 22795	56.624	157.93	29.553	22795	SYS\Solid126
Mesh Node 22796	54.25	158.56	29.478	22796	SYS\Solid126
Mesh Node 22797	51.873	159.18	29.397	22797	SYS\Solid126
Mesh Node 22798	49.5	159.8	29.31	22798	SYS\Solid126
Mesh Node 22799	47.127	159.18	29.397	22799	SYS\Solid126
Mesh Node 22800	44.75	158.56	29.478	22800	SYS\Solid126
Mesh Node 22801	42.376	157.93	29.553	22801	SYS\Solid126
Mesh Node 22802	40	157.31	29.622	22802	SYS\Solid126
Mesh Node 22803	41.897	161.8	28.994	22803	SYS\Solid126
Mesh Node 22804	43.797	161.3	29.079	22804	SYS\Solid126
Mesh Node 22805	45.695	160.8	29.159	22805	SYS\Solid126
Mesh Node 22806	47.595	160.3	29.237	22806	SYS\Solid126
Mesh Node 22807	45.697	159.81	29.31	22807	SYS\Solid126
Mesh Node 22808	43.798	159.31	29.38	22808	SYS\Solid126
Mesh Node 22809	41.9	158.81	29.446	22809	SYS\Solid126
Mesh Node 22810	40	158.31	29.508	22810	SYS\Solid126
Mesh Node 22811	49.514	160.81	29.159	22811	SYS\Solid126
Mesh Node 22812	47.133	161.43	29.057	22812	SYS\Solid126
Mesh Node 22813	44.757	162.05	28.95	22813	SYS\Solid126
Mesh Node 22814	42.376	162.67	28.836	22814	SYS\Solid126
Mesh Node 22815	59	163.3	28.717	22815	SYS\Solid126
Mesh Node 22816	56.631	162.67	28.836	22816	SYS\Solid126
Mesh Node 22817	54.258	162.05	28.95	22817	SYS\Solid126
Mesh Node 22818	51.888	161.43	29.057	22818	SYS\Solid126
Mesh Node 22819	40	157.31	30.627	22819	SYS\Solid126
Mesh Node 22820	40	158.31	30.515	22820	SYS\Solid126
Mesh Node 22821	59	162.3	29.922	22821	SYS\Solid126
Mesh Node 22822	59	163.3	29.736	22822	SYS\Solid126
Mesh Node 22823	56.631	162.67	29.853	22823	SYS\Solid126
Mesh Node 22824	54.258	162.05	29.965	22824	SYS\Solid126
Mesh Node 22825	51.888	161.43	30.071	22825	SYS\Solid126
Mesh Node 22826	49.514	160.81	30.171	22826	SYS\Solid126
Mesh Node 22827	47.133	161.43	30.071	22827	SYS\Solid126
Mesh Node 22828	44.757	162.05	29.965	22828	SYS\Solid126
Mesh Node 22829	42.376	162.67	29.853	22829	SYS\Solid126
Mesh Node 22830	40	163.3	29.736	22830	SYS\Solid126
Mesh Node 22831	45.697	159.81	30.32	22831	SYS\Solid126
Mesh Node 22832	43.798	159.31	30.389	22832	SYS\Solid126
Mesh Node 22833	41.9	158.81	30.454	22833	SYS\Solid126
Mesh Node 22834	47.595	160.3	30.248	22834	SYS\Solid126
Mesh Node 22835	41.897	161.8	30.009	22835	SYS\Solid126
Mesh Node 22836	43.797	161.3	30.092	22836	SYS\Solid126
Mesh Node 22837	45.695	160.8	30.172	22837	SYS\Solid126
Mesh Node 22838	40	162.3	29.922	22838	SYS\Solid126
Mesh Node 22839	47.127	159.18	30.406	22839	SYS\Solid126
Mesh Node 22840	44.75	158.56	30.485	22840	SYS\Solid126
Mesh Node 22841	42.376	157.93	30.559	22841	SYS\Solid126
Mesh Node 22842	49.5	159.8	30.32	22842	SYS\Solid126
Mesh Node 22843	56.624	157.93	30.559	22843	SYS\Solid126
Mesh Node 22844	54.25	158.56	30.485	22844	SYS\Solid126
Mesh Node 22845	51.873	159.18	30.406	22845	SYS\Solid126
Mesh Node 22846	59	157.31	30.627	22846	SYS\Solid126
Mesh Node 22847	59	158.32	30.513	22847	SYS\Solid126
Mesh Node 22848	57.105	158.82	30.452	22848	SYS\Solid126
Mesh Node 22849	55.211	159.32	30.388	22849	SYS\Solid126
Mesh Node 22850	53.315	159.81	30.319	22850	SYS\Solid126
Mesh Node 22851	51.422	160.31	30.247	22851	SYS\Solid126
Mesh Node 22852	53.318	160.81	30.171	22852	SYS\Solid126
Mesh Node 22853	55.211	161.3	30.092	22853	SYS\Solid126
Mesh Node 22854	57.107	161.8	30.009	22854	SYS\Solid126
Mesh Node 22855	9.5	259.8	29.31	22855	SYS\Solid127
Mesh Node 22856	7.1266	259.18	29.397	22856	SYS\Solid127
Mesh Node 22857	4.7504	258.56	29.478	22857	SYS\Solid127
Mesh Node 22858	2.3764	257.93	29.553	22858	SYS\Solid127
Mesh Node 22859	0	257.31	29.622	22859	SYS\Solid127
Mesh Node 22860	19	257.31	29.622	22860	SYS\Solid127
Mesh Node 22861	16.624	257.93	29.553	22861	SYS\Solid127
Mesh Node 22862	14.25	258.56	29.478	22862	SYS\Solid127
Mesh Node 22863	11.873	259.18	29.397	22863	SYS\Solid127
Mesh Node 22864	19	258.32	29.506	22864	SYS\Solid127
Mesh Node 22865	17.104	258.82	29.444	22865	SYS\Solid127
Mesh Node 22866	15.211	259.32	29.378	22866	SYS\Solid127
Mesh Node 22867	13.315	259.81	29.309	22867	SYS\Solid127
Mesh Node 22868	11.422	260.31	29.236	22868	SYS\Solid127
Mesh Node 22869	13.318	260.81	29.159	22869	SYS\Solid127
Mesh Node 22870	15.211	261.3	29.078	22870	SYS\Solid127
Mesh Node 22871	17.107	261.8	28.994	22871	SYS\Solid127
Mesh Node 22872	19	262.3	28.906	22872	SYS\Solid127
Mesh Node 22873	7.5949	260.3	29.237	22873	SYS\Solid127
Mesh Node 22874	5.6973	259.81	29.31	22874	SYS\Solid127
Mesh Node 22875	3.7977	259.31	29.38	22875	SYS\Solid127
Mesh Node 22876	1.8997	258.81	29.446	22876	SYS\Solid127
Mesh Node 22877	-7.81E-15	258.31	29.508	22877	SYS\Solid127
Mesh Node 22878	0	262.3	28.906	22878	SYS\Solid127
Mesh Node 22879	1.8974	261.8	28.994	22879	SYS\Solid127
Mesh Node 22880	3.7971	261.3	29.079	22880	SYS\Solid127
Mesh Node 22881	5.6949	260.8	29.159	22881	SYS\Solid127
Mesh Node 22882	9.5141	260.81	29.159	22882	SYS\Solid127
Mesh Node 22883	7.1335	261.43	29.057	22883	SYS\Solid127
Mesh Node 22884	4.7565	262.05	28.95	22884	SYS\Solid127
Mesh Node 22885	2.3762	262.67	28.836	22885	SYS\Solid127
Mesh Node 22886	0	263.3	28.717	22886	SYS\Solid127
Mesh Node 22887	19	263.3	28.717	22887	SYS\Solid127
Mesh Node 22888	16.631	262.67	28.836	22888	SYS\Solid127
Mesh Node 22889	14.258	262.05	28.95	22889	SYS\Solid127
Mesh Node 22890	11.888	261.43	29.057	22890	SYS\Solid127
Mesh Node 22891	19	257.31	30.627	22891	SYS\Solid127
Mesh Node 22892	19	258.32	30.513	22892	SYS\Solid127
Mesh Node 22893	19	262.3	29.922	22893	SYS\Solid127
Mesh Node 22894	19	263.3	29.736	22894	SYS\Solid127
Mesh Node 22895	0	257.31	30.627	22895	SYS\Solid127
Mesh Node 22896	-7.81E-15	258.31	30.515	22896	SYS\Solid127
Mesh Node 22897	0	262.3	29.922	22897	SYS\Solid127
Mesh Node 22898	0	263.3	29.736	22898	SYS\Solid127
Mesh Node 22899	16.631	262.67	29.853	22899	SYS\Solid127
Mesh Node 22900	14.258	262.05	29.965	22900	SYS\Solid127
Mesh Node 22901	11.888	261.43	30.071	22901	SYS\Solid127
Mesh Node 22902	9.5141	260.81	30.171	22902	SYS\Solid127
Mesh Node 22903	7.1335	261.43	30.071	22903	SYS\Solid127
Mesh Node 22904	4.7565	262.05	29.965	22904	SYS\Solid127
Mesh Node 22905	2.3762	262.67	29.853	22905	SYS\Solid127
Mesh Node 22906	1.8974	261.8	30.009	22906	SYS\Solid127
Mesh Node 22907	3.7972	261.3	30.092	22907	SYS\Solid127
Mesh Node 22908	5.6949	260.8	30.172	22908	SYS\Solid127
Mesh Node 22909	7.5949	260.3	30.248	22909	SYS\Solid127
Mesh Node 22910	5.6973	259.81	30.32	22910	SYS\Solid127
Mesh Node 22911	3.7977	259.31	30.389	22911	SYS\Solid127
Mesh Node 22912	1.8997	258.81	30.454	22912	SYS\Solid127
Mesh Node 22913	13.318	260.81	30.171	22913	SYS\Solid127
Mesh Node 22914	15.211	261.3	30.092	22914	SYS\Solid127
Mesh Node 22915	17.107	261.8	30.009	22915	SYS\Solid127
Mesh Node 22916	11.422	260.31	30.247	22916	SYS\Solid127
Mesh Node 22917	17.105	258.82	30.452	22917	SYS\Solid127
Mesh Node 22918	15.211	259.32	30.388	22918	SYS\Solid127
Mesh Node 22919	13.315	259.81	30.319	22919	SYS\Solid127
Mesh Node 22920	16.624	257.93	30.559	22920	SYS\Solid127
Mesh Node 22921	14.25	258.56	30.485	22921	SYS\Solid127
Mesh Node 22922	11.873	259.18	30.406	22922	SYS\Solid127
Mesh Node 22923	9.5	259.8	30.32	22923	SYS\Solid127
Mesh Node 22924	7.1266	259.18	30.406	22924	SYS\Solid127
Mesh Node 22925	4.7503	258.56	30.485	22925	SYS\Solid127
Mesh Node 22926	2.3764	257.93	30.559	22926	SYS\Solid127
Mesh Node 22927	39	263.3	28.717	22927	SYS\Solid128
Mesh Node 22928	36.631	262.67	28.836	22928	SYS\Solid128
Mesh Node 22929	34.258	262.05	28.95	22929	SYS\Solid128
Mesh Node 22930	31.888	261.43	29.057	22930	SYS\Solid128
Mesh Node 22931	29.514	260.81	29.159	22931	SYS\Solid128
Mesh Node 22932	27.133	261.43	29.057	22932	SYS\Solid128
Mesh Node 22933	24.757	262.05	28.95	22933	SYS\Solid128
Mesh Node 22934	22.376	262.67	28.836	22934	SYS\Solid128
Mesh Node 22935	20	263.3	28.717	22935	SYS\Solid128
Mesh Node 22936	20	262.3	28.906	22936	SYS\Solid128
Mesh Node 22937	21.897	261.8	28.994	22937	SYS\Solid128
Mesh Node 22938	23.797	261.3	29.079	22938	SYS\Solid128
Mesh Node 22939	25.695	260.8	29.159	22939	SYS\Solid128
Mesh Node 22940	27.595	260.3	29.237	22940	SYS\Solid128
Mesh Node 22941	25.697	259.81	29.31	22941	SYS\Solid128
Mesh Node 22942	23.798	259.31	29.38	22942	SYS\Solid128
Mesh Node 22943	21.9	258.81	29.446	22943	SYS\Solid128
Mesh Node 22944	20	258.31	29.508	22944	SYS\Solid128
Mesh Node 22945	31.422	260.31	29.236	22945	SYS\Solid128
Mesh Node 22946	33.318	260.81	29.159	22946	SYS\Solid128
Mesh Node 22947	35.211	261.3	29.078	22947	SYS\Solid128
Mesh Node 22948	37.107	261.8	28.994	22948	SYS\Solid128
Mesh Node 22949	39	262.3	28.906	22949	SYS\Solid128
Mesh Node 22950	39	258.32	29.506	22950	SYS\Solid128
Mesh Node 22951	37.104	258.82	29.444	22951	SYS\Solid128
Mesh Node 22952	35.211	259.32	29.378	22952	SYS\Solid128
Mesh Node 22953	33.315	259.81	29.309	22953	SYS\Solid128
Mesh Node 22954	39	257.31	29.622	22954	SYS\Solid128
Mesh Node 22955	36.624	257.93	29.553	22955	SYS\Solid128
Mesh Node 22956	34.25	258.56	29.478	22956	SYS\Solid128
Mesh Node 22957	31.873	259.18	29.397	22957	SYS\Solid128
Mesh Node 22958	29.5	259.8	29.31	22958	SYS\Solid128
Mesh Node 22959	27.127	259.18	29.397	22959	SYS\Solid128
Mesh Node 22960	24.75	258.56	29.478	22960	SYS\Solid128
Mesh Node 22961	22.376	257.93	29.553	22961	SYS\Solid128
Mesh Node 22962	20	257.31	29.622	22962	SYS\Solid128
Mesh Node 22963	20	263.3	29.736	22963	SYS\Solid128
Mesh Node 22964	20	262.3	29.922	22964	SYS\Solid128
Mesh Node 22965	20	258.31	30.515	22965	SYS\Solid128
Mesh Node 22966	20	257.31	30.627	22966	SYS\Solid128
Mesh Node 22967	39	263.3	29.736	22967	SYS\Solid128
Mesh Node 22968	39	262.3	29.922	22968	SYS\Solid128
Mesh Node 22969	39	258.32	30.513	22969	SYS\Solid128
Mesh Node 22970	39	257.31	30.627	22970	SYS\Solid128
Mesh Node 22971	27.127	259.18	30.406	22971	SYS\Solid128
Mesh Node 22972	24.75	258.56	30.485	22972	SYS\Solid128
Mesh Node 22973	22.376	257.93	30.559	22973	SYS\Solid128
Mesh Node 22974	29.5	259.8	30.32	22974	SYS\Solid128
Mesh Node 22975	36.624	257.93	30.559	22975	SYS\Solid128
Mesh Node 22976	34.25	258.56	30.485	22976	SYS\Solid128
Mesh Node 22977	31.873	259.18	30.406	22977	SYS\Solid128
Mesh Node 22978	37.105	258.82	30.452	22978	SYS\Solid128
Mesh Node 22979	35.211	259.32	30.388	22979	SYS\Solid128
Mesh Node 22980	33.315	259.81	30.319	22980	SYS\Solid128
Mesh Node 22981	31.422	260.31	30.247	22981	SYS\Solid128
Mesh Node 22982	33.318	260.81	30.171	22982	SYS\Solid128
Mesh Node 22983	35.211	261.3	30.092	22983	SYS\Solid128
Mesh Node 22984	37.107	261.8	30.009	22984	SYS\Solid128
Mesh Node 22985	25.697	259.81	30.32	22985	SYS\Solid128
Mesh Node 22986	23.798	259.31	30.389	22986	SYS\Solid128
Mesh Node 22987	21.9	258.81	30.454	22987	SYS\Solid128
Mesh Node 22988	27.595	260.3	30.248	22988	SYS\Solid128
Mesh Node 22989	21.897	261.8	30.009	22989	SYS\Solid128
Mesh Node 22990	23.797	261.3	30.092	22990	SYS\Solid128
Mesh Node 22991	25.695	260.8	30.172	22991	SYS\Solid128
Mesh Node 22992	27.133	261.43	30.071	22992	SYS\Solid128
Mesh Node 22993	24.757	262.05	29.965	22993	SYS\Solid128
Mesh Node 22994	22.376	262.67	29.853	22994	SYS\Solid128
Mesh Node 22995	29.514	260.81	30.171	22995	SYS\Solid128
Mesh Node 22996	36.631	262.67	29.853	22996	SYS\Solid128
Mesh Node 22997	34.258	262.05	29.965	22997	SYS\Solid128
Mesh Node 22998	31.888	261.43	30.071	22998	SYS\Solid128
Mesh Node 22999	59	263.3	28.717	22999	SYS\Solid129
Mesh Node 23000	56.631	262.67	28.836	23000	SYS\Solid129
Mesh Node 23001	54.258	262.05	28.95	23001	SYS\Solid129
Mesh Node 23002	51.888	261.43	29.057	23002	SYS\Solid129
Mesh Node 23003	49.514	260.81	29.159	23003	SYS\Solid129
Mesh Node 23004	47.133	261.43	29.057	23004	SYS\Solid129
Mesh Node 23005	44.757	262.05	28.95	23005	SYS\Solid129
Mesh Node 23006	42.376	262.67	28.836	23006	SYS\Solid129
Mesh Node 23007	40	263.3	28.717	23007	SYS\Solid129
Mesh Node 23008	40	262.3	28.906	23008	SYS\Solid129
Mesh Node 23009	41.897	261.8	28.994	23009	SYS\Solid129
Mesh Node 23010	43.797	261.3	29.079	23010	SYS\Solid129
Mesh Node 23011	45.695	260.8	29.159	23011	SYS\Solid129
Mesh Node 23012	47.595	260.3	29.237	23012	SYS\Solid129
Mesh Node 23013	45.697	259.81	29.31	23013	SYS\Solid129
Mesh Node 23014	43.798	259.31	29.38	23014	SYS\Solid129
Mesh Node 23015	41.9	258.81	29.446	23015	SYS\Solid129
Mesh Node 23016	40	258.31	29.508	23016	SYS\Solid129
Mesh Node 23017	51.422	260.31	29.236	23017	SYS\Solid129
Mesh Node 23018	53.318	260.81	29.159	23018	SYS\Solid129
Mesh Node 23019	55.211	261.3	29.078	23019	SYS\Solid129
Mesh Node 23020	57.107	261.8	28.994	23020	SYS\Solid129
Mesh Node 23021	59	262.3	28.906	23021	SYS\Solid129
Mesh Node 23022	59	258.32	29.506	23022	SYS\Solid129
Mesh Node 23023	57.104	258.82	29.444	23023	SYS\Solid129
Mesh Node 23024	55.211	259.32	29.378	23024	SYS\Solid129
Mesh Node 23025	53.315	259.81	29.309	23025	SYS\Solid129
Mesh Node 23026	59	257.31	29.622	23026	SYS\Solid129
Mesh Node 23027	56.624	257.93	29.553	23027	SYS\Solid129
Mesh Node 23028	54.25	258.56	29.478	23028	SYS\Solid129
Mesh Node 23029	51.873	259.18	29.397	23029	SYS\Solid129
Mesh Node 23030	49.5	259.8	29.31	23030	SYS\Solid129
Mesh Node 23031	47.127	259.18	29.397	23031	SYS\Solid129
Mesh Node 23032	44.75	258.56	29.478	23032	SYS\Solid129
Mesh Node 23033	42.376	257.93	29.553	23033	SYS\Solid129
Mesh Node 23034	40	257.31	29.622	23034	SYS\Solid129
Mesh Node 23035	59	258.32	30.513	23035	SYS\Solid129
Mesh Node 23036	59	257.31	30.627	23036	SYS\Solid129
Mesh Node 23037	40	263.3	29.736	23037	SYS\Solid129
Mesh Node 23038	40	262.3	29.922	23038	SYS\Solid129
Mesh Node 23039	40	258.31	30.515	23039	SYS\Solid129
Mesh Node 23040	40	257.31	30.627	23040	SYS\Solid129
Mesh Node 23041	59	263.3	29.736	23041	SYS\Solid129
Mesh Node 23042	59	262.3	29.922	23042	SYS\Solid129
Mesh Node 23043	47.127	259.18	30.406	23043	SYS\Solid129
Mesh Node 23044	44.75	258.56	30.485	23044	SYS\Solid129
Mesh Node 23045	42.376	257.93	30.559	23045	SYS\Solid129
Mesh Node 23046	49.5	259.8	30.32	23046	SYS\Solid129
Mesh Node 23047	56.624	257.93	30.559	23047	SYS\Solid129
Mesh Node 23048	54.25	258.56	30.485	23048	SYS\Solid129
Mesh Node 23049	51.873	259.18	30.406	23049	SYS\Solid129
Mesh Node 23050	57.105	258.82	30.452	23050	SYS\Solid129
Mesh Node 23051	55.211	259.32	30.388	23051	SYS\Solid129
Mesh Node 23052	53.315	259.81	30.319	23052	SYS\Solid129
Mesh Node 23053	51.422	260.31	30.247	23053	SYS\Solid129
Mesh Node 23054	53.318	260.81	30.171	23054	SYS\Solid129
Mesh Node 23055	55.211	261.3	30.092	23055	SYS\Solid129
Mesh Node 23056	57.107	261.8	30.009	23056	SYS\Solid129
Mesh Node 23057	45.697	259.81	30.32	23057	SYS\Solid129
Mesh Node 23058	43.798	259.31	30.389	23058	SYS\Solid129
Mesh Node 23059	41.9	258.81	30.454	23059	SYS\Solid129
Mesh Node 23060	47.595	260.3	30.248	23060	SYS\Solid129
Mesh Node 23061	41.897	261.8	30.009	23061	SYS\Solid129
Mesh Node 23062	43.797	261.3	30.092	23062	SYS\Solid129
Mesh Node 23063	45.695	260.8	30.172	23063	SYS\Solid129
Mesh Node 23064	47.133	261.43	30.071	23064	SYS\Solid129
Mesh Node 23065	44.757	262.05	29.965	23065	SYS\Solid129
Mesh Node 23066	42.376	262.67	29.853	23066	SYS\Solid129
Mesh Node 23067	49.514	260.81	30.171	23067	SYS\Solid129
Mesh Node 23068	56.631	262.67	29.853	23068	SYS\Solid129
Mesh Node 23069	54.258	262.05	29.965	23069	SYS\Solid129
Mesh Node 23070	51.888	261.43	30.071	23070	SYS\Solid129
Mesh Node 23071	19	44.325	29.776	23071	SYS\Solid130
Mesh Node 23072	17.106	44.82	29.816	23072	SYS\Solid130
Mesh Node 23073	15.211	45.316	29.851	23073	SYS\Solid130
Mesh Node 23074	13.317	45.812	29.883	23074	SYS\Solid130
Mesh Node 23075	11.422	46.308	29.911	23075	SYS\Solid130
Mesh Node 23076	13.315	46.804	29.936	23076	SYS\Solid130
Mesh Node 23077	15.211	47.302	29.957	23077	SYS\Solid130
Mesh Node 23078	17.105	47.799	29.975	23078	SYS\Solid130
Mesh Node 23079	19	48.296	29.989	23079	SYS\Solid130
Mesh Node 23080	9.5141	46.807	29.936	23080	SYS\Solid130
Mesh Node 23081	7.1364	47.429	29.962	23081	SYS\Solid130
Mesh Node 23082	4.7571	48.052	29.983	23082	SYS\Solid130
Mesh Node 23083	2.379	48.674	29.997	23083	SYS\Solid130
Mesh Node 23084	0	49.296	30.007	23084	SYS\Solid130
Mesh Node 23085	19	49.296	30.007	23085	SYS\Solid130
Mesh Node 23086	16.628	48.674	29.997	23086	SYS\Solid130
Mesh Node 23087	14.257	48.052	29.983	23087	SYS\Solid130
Mesh Node 23088	11.885	47.429	29.962	23088	SYS\Solid130
Mesh Node 23089	7.5949	46.303	29.911	23089	SYS\Solid130
Mesh Node 23090	5.6957	45.805	29.883	23090	SYS\Solid130
